protID,filesize,which.repo
6048245,1066377,ESM1b_IEDB_LBCE_proteins_6
60498574,2509393,ESM1b_IEDB_LBCE_proteins_6
60499021,2463900,ESM1b_IEDB_LBCE_proteins_6
60551728,3791855,ESM1b_IEDB_LBCE_proteins_6
60593036,1386143,ESM1b_IEDB_LBCE_proteins_6
606757,5468552,ESM1b_IEDB_LBCE_proteins_6
60678566,2578543,ESM1b_IEDB_LBCE_proteins_6
60688560,1656870,ESM1b_IEDB_LBCE_proteins_6
607344297,2762478,ESM1b_IEDB_LBCE_proteins_6
608025,26995555,ESM1b_IEDB_LBCE_proteins_6
6102812,9692424,ESM1b_IEDB_LBCE_proteins_6
6118383,2804503,ESM1b_IEDB_LBCE_proteins_6
6118387,4101493,ESM1b_IEDB_LBCE_proteins_6
61191759,1592801,ESM1b_IEDB_LBCE_proteins_6
612149799,2653217,ESM1b_IEDB_LBCE_proteins_6
613410183,1076725,ESM1b_IEDB_LBCE_proteins_6
613410205,13731684,ESM1b_IEDB_LBCE_proteins_6
614458179,2369918,ESM1b_IEDB_LBCE_proteins_6
61654442,2244512,ESM1b_IEDB_LBCE_proteins_6
61676089,5866964,ESM1b_IEDB_LBCE_proteins_6
61742784,5279452,ESM1b_IEDB_LBCE_proteins_6
61743940,5286061,ESM1b_IEDB_LBCE_proteins_6
61743944,2797148,ESM1b_IEDB_LBCE_proteins_6
61743973,7110691,ESM1b_IEDB_LBCE_proteins_6
61744445,1825616,ESM1b_IEDB_LBCE_proteins_6
6174877,3774866,ESM1b_IEDB_LBCE_proteins_6
61888836,1527391,ESM1b_IEDB_LBCE_proteins_6
61966721,1289888,ESM1b_IEDB_LBCE_proteins_6
61966777,2411652,ESM1b_IEDB_LBCE_proteins_6
62020925,3576202,ESM1b_IEDB_LBCE_proteins_6
62087528,4913942,ESM1b_IEDB_LBCE_proteins_6
62087700,1362182,ESM1b_IEDB_LBCE_proteins_6
62089224,1680514,ESM1b_IEDB_LBCE_proteins_6
62122917,14549991,ESM1b_IEDB_LBCE_proteins_6
62177127,11326055,ESM1b_IEDB_LBCE_proteins_6
62198237,14051752,ESM1b_IEDB_LBCE_proteins_6
62240997,1128776,ESM1b_IEDB_LBCE_proteins_6
62241011,2795383,ESM1b_IEDB_LBCE_proteins_6
62241038,926949,ESM1b_IEDB_LBCE_proteins_6
62241040,4704391,ESM1b_IEDB_LBCE_proteins_6
62243290,1507487,ESM1b_IEDB_LBCE_proteins_6
62243567,4890028,ESM1b_IEDB_LBCE_proteins_6
62362414,6927420,ESM1b_IEDB_LBCE_proteins_6
62388875,3726849,ESM1b_IEDB_LBCE_proteins_6
624871,6979801,ESM1b_IEDB_LBCE_proteins_6
62511242,2876926,ESM1b_IEDB_LBCE_proteins_6
62531288,8670147,ESM1b_IEDB_LBCE_proteins_6
62632750,7174031,ESM1b_IEDB_LBCE_proteins_6
62739157,1354252,ESM1b_IEDB_LBCE_proteins_6
62739186,7518098,ESM1b_IEDB_LBCE_proteins_6
62739890,3394266,ESM1b_IEDB_LBCE_proteins_6
62751964,2029475,ESM1b_IEDB_LBCE_proteins_6
62821796,1269043,ESM1b_IEDB_LBCE_proteins_6
62825131,1593637,ESM1b_IEDB_LBCE_proteins_6
62865639,1804467,ESM1b_IEDB_LBCE_proteins_6
62865651,5321475,ESM1b_IEDB_LBCE_proteins_6
62896585,2762703,ESM1b_IEDB_LBCE_proteins_6
62896707,3579548,ESM1b_IEDB_LBCE_proteins_6
62897737,3101190,ESM1b_IEDB_LBCE_proteins_6
62898153,3434148,ESM1b_IEDB_LBCE_proteins_6
62898746,2115539,ESM1b_IEDB_LBCE_proteins_6
62898758,3622643,ESM1b_IEDB_LBCE_proteins_6
62898782,3190604,ESM1b_IEDB_LBCE_proteins_6
62898866,2034769,ESM1b_IEDB_LBCE_proteins_6
62913984,3356919,ESM1b_IEDB_LBCE_proteins_6
62914010,4500154,ESM1b_IEDB_LBCE_proteins_6
62953123,1987452,ESM1b_IEDB_LBCE_proteins_6
62988334,2748193,ESM1b_IEDB_LBCE_proteins_6
62988336,1835838,ESM1b_IEDB_LBCE_proteins_6
63003901,2313932,ESM1b_IEDB_LBCE_proteins_6
63003907,4808214,ESM1b_IEDB_LBCE_proteins_6
63025200,5734081,ESM1b_IEDB_LBCE_proteins_6
63054848,2171196,ESM1b_IEDB_LBCE_proteins_6
63054858,2191412,ESM1b_IEDB_LBCE_proteins_6
631216,2873302,ESM1b_IEDB_LBCE_proteins_6
63162572,3169239,ESM1b_IEDB_LBCE_proteins_6
63175652,1376646,ESM1b_IEDB_LBCE_proteins_6
6329812,3346907,ESM1b_IEDB_LBCE_proteins_6
6330027,1582239,ESM1b_IEDB_LBCE_proteins_6
6330095,2058547,ESM1b_IEDB_LBCE_proteins_6
6330324,1972256,ESM1b_IEDB_LBCE_proteins_6
6330401,5881390,ESM1b_IEDB_LBCE_proteins_6
6330529,6820782,ESM1b_IEDB_LBCE_proteins_6
6331213,6210778,ESM1b_IEDB_LBCE_proteins_6
6331328,6296670,ESM1b_IEDB_LBCE_proteins_6
6331358,11485855,ESM1b_IEDB_LBCE_proteins_6
6331377,4558052,ESM1b_IEDB_LBCE_proteins_6
6331397,7388338,ESM1b_IEDB_LBCE_proteins_6
6331443,3457255,ESM1b_IEDB_LBCE_proteins_6
633257781,7403657,ESM1b_IEDB_LBCE_proteins_6
635574578,2681124,ESM1b_IEDB_LBCE_proteins_6
6382012,3549727,ESM1b_IEDB_LBCE_proteins_6
6382062,7234039,ESM1b_IEDB_LBCE_proteins_6
64085083,3273278,ESM1b_IEDB_LBCE_proteins_6
641386922,2638848,ESM1b_IEDB_LBCE_proteins_6
64174737,8191115,ESM1b_IEDB_LBCE_proteins_6
642452,1613295,ESM1b_IEDB_LBCE_proteins_6
642908,2615165,ESM1b_IEDB_LBCE_proteins_6
6433936,4401273,ESM1b_IEDB_LBCE_proteins_6
64368472,2850405,ESM1b_IEDB_LBCE_proteins_6
6440479,1118677,ESM1b_IEDB_LBCE_proteins_6
64464726,8222575,ESM1b_IEDB_LBCE_proteins_6
645066007,3116409,ESM1b_IEDB_LBCE_proteins_6
6456472,4126713,ESM1b_IEDB_LBCE_proteins_6
645912980,2165891,ESM1b_IEDB_LBCE_proteins_6
64653477,958997,ESM1b_IEDB_LBCE_proteins_6
64762406,2940192,ESM1b_IEDB_LBCE_proteins_6
650767C,925821,ESM1b_IEDB_LBCE_proteins_6
650769A,925926,ESM1b_IEDB_LBCE_proteins_6
65285121,1460630,ESM1b_IEDB_LBCE_proteins_6
65506789,3274328,ESM1b_IEDB_LBCE_proteins_6
6552299,11348985,ESM1b_IEDB_LBCE_proteins_6
6562434,2224412,ESM1b_IEDB_LBCE_proteins_6
660134A,106736,ESM1b_IEDB_LBCE_proteins_6
661567381,3699031,ESM1b_IEDB_LBCE_proteins_6
662033888,6883308,ESM1b_IEDB_LBCE_proteins_6
6630609,6217717,ESM1b_IEDB_LBCE_proteins_6
663070947,3709890,ESM1b_IEDB_LBCE_proteins_6
663071010,1095319,ESM1b_IEDB_LBCE_proteins_6
663071035,3564443,ESM1b_IEDB_LBCE_proteins_6
663071044,1544753,ESM1b_IEDB_LBCE_proteins_6
6631075,2655014,ESM1b_IEDB_LBCE_proteins_6
6631083,2086898,ESM1b_IEDB_LBCE_proteins_6
6631102,6535675,ESM1b_IEDB_LBCE_proteins_6
663429565,6307939,ESM1b_IEDB_LBCE_proteins_6
6634459,4114188,ESM1b_IEDB_LBCE_proteins_6
66346674,19575450,ESM1b_IEDB_LBCE_proteins_6
66348165,3260034,ESM1b_IEDB_LBCE_proteins_6
663854603,1456284,ESM1b_IEDB_LBCE_proteins_6
664806041,2374848,ESM1b_IEDB_LBCE_proteins_6
664806073,3004154,ESM1b_IEDB_LBCE_proteins_6
664806080,6945208,ESM1b_IEDB_LBCE_proteins_6
664806097,6300647,ESM1b_IEDB_LBCE_proteins_6
6649938,4762040,ESM1b_IEDB_LBCE_proteins_6
6650689,4777612,ESM1b_IEDB_LBCE_proteins_6
66576042,450377,ESM1b_IEDB_LBCE_proteins_6
665821222,978751,ESM1b_IEDB_LBCE_proteins_6
665821276,4952746,ESM1b_IEDB_LBCE_proteins_6
666891,3021095,ESM1b_IEDB_LBCE_proteins_6
6683494,10278417,ESM1b_IEDB_LBCE_proteins_6
6683697,8627437,ESM1b_IEDB_LBCE_proteins_6
6689861,3510286,ESM1b_IEDB_LBCE_proteins_6
66932975,4277970,ESM1b_IEDB_LBCE_proteins_6
670258A,112772,ESM1b_IEDB_LBCE_proteins_6
6706620,2379802,ESM1b_IEDB_LBCE_proteins_6
6708072,1287809,ESM1b_IEDB_LBCE_proteins_6
67514244,5563517,ESM1b_IEDB_LBCE_proteins_6
676254201,3812571,ESM1b_IEDB_LBCE_proteins_6
67626177,4711117,ESM1b_IEDB_LBCE_proteins_6
67782349,4392787,ESM1b_IEDB_LBCE_proteins_6
67782358,4438553,ESM1b_IEDB_LBCE_proteins_6
68051233,6823686,ESM1b_IEDB_LBCE_proteins_6
68137436,4555692,ESM1b_IEDB_LBCE_proteins_6
68250365,4625270,ESM1b_IEDB_LBCE_proteins_6
68250369,4625283,ESM1b_IEDB_LBCE_proteins_6
684136402,2777395,ESM1b_IEDB_LBCE_proteins_6
6841532,978242,ESM1b_IEDB_LBCE_proteins_6
684936,1778937,ESM1b_IEDB_LBCE_proteins_6
6851362,4375595,ESM1b_IEDB_LBCE_proteins_6
68533125,6956264,ESM1b_IEDB_LBCE_proteins_6
68533597,7816747,ESM1b_IEDB_LBCE_proteins_6
68534049,3882061,ESM1b_IEDB_LBCE_proteins_6
685504970,4556091,ESM1b_IEDB_LBCE_proteins_6
688955195,706575,ESM1b_IEDB_LBCE_proteins_6
6899807,4193347,ESM1b_IEDB_LBCE_proteins_6
6907042,23595279,ESM1b_IEDB_LBCE_proteins_6
6912272,1721870,ESM1b_IEDB_LBCE_proteins_6
6912276,967572,ESM1b_IEDB_LBCE_proteins_6
6912328,1663044,ESM1b_IEDB_LBCE_proteins_6
6912352,4974950,ESM1b_IEDB_LBCE_proteins_6
6912396,1913874,ESM1b_IEDB_LBCE_proteins_6
6912446,5904601,ESM1b_IEDB_LBCE_proteins_6
6912448,1681217,ESM1b_IEDB_LBCE_proteins_6
6912464,8455033,ESM1b_IEDB_LBCE_proteins_6
6912482,4291783,ESM1b_IEDB_LBCE_proteins_6
6912616,753336,ESM1b_IEDB_LBCE_proteins_6
6912618,2104154,ESM1b_IEDB_LBCE_proteins_6
6912638,1617952,ESM1b_IEDB_LBCE_proteins_6
6912660,2323252,ESM1b_IEDB_LBCE_proteins_6
6912662,1831988,ESM1b_IEDB_LBCE_proteins_6
6912664,1809131,ESM1b_IEDB_LBCE_proteins_6
69354671,4912853,ESM1b_IEDB_LBCE_proteins_6
6941067,3212804,ESM1b_IEDB_LBCE_proteins_6
69990,2757521,ESM1b_IEDB_LBCE_proteins_6
6ACC_A,7338774,ESM1b_IEDB_LBCE_proteins_6
6ATK_E,855412,ESM1b_IEDB_LBCE_proteins_6
6C6Z_A,1346530,ESM1b_IEDB_LBCE_proteins_6
6CRV_A,7522273,ESM1b_IEDB_LBCE_proteins_6
6CRW_A,7403260,ESM1b_IEDB_LBCE_proteins_6
6FV1_A,1783521,ESM1b_IEDB_LBCE_proteins_6
6G13_A,740569,ESM1b_IEDB_LBCE_proteins_6
6JYT_A,3535377,ESM1b_IEDB_LBCE_proteins_6
6NB3_A,8218034,ESM1b_IEDB_LBCE_proteins_6
6NB6_A,7671641,ESM1b_IEDB_LBCE_proteins_6
6NUR_A,5539072,ESM1b_IEDB_LBCE_proteins_6
6NUR_C,496869,ESM1b_IEDB_LBCE_proteins_6
6NZK_A,8023856,ESM1b_IEDB_LBCE_proteins_6
6PXH_A,1988217,ESM1b_IEDB_LBCE_proteins_6
6U7E_C,849741,ESM1b_IEDB_LBCE_proteins_6
6U7F_C,849572,ESM1b_IEDB_LBCE_proteins_6
6U7G_C,849637,ESM1b_IEDB_LBCE_proteins_6
6U7H_A,7078238,ESM1b_IEDB_LBCE_proteins_6
7019319,1587806,ESM1b_IEDB_LBCE_proteins_6
7019371,1476780,ESM1b_IEDB_LBCE_proteins_6
7019387,2214929,ESM1b_IEDB_LBCE_proteins_6
7019435,1152395,ESM1b_IEDB_LBCE_proteins_6
7019439,2537910,ESM1b_IEDB_LBCE_proteins_6
7019493,2873696,ESM1b_IEDB_LBCE_proteins_6
7019535,2654087,ESM1b_IEDB_LBCE_proteins_6
7019545,1008595,ESM1b_IEDB_LBCE_proteins_6
7019549,3107810,ESM1b_IEDB_LBCE_proteins_6
7019555,8347034,ESM1b_IEDB_LBCE_proteins_6
702011587,509544,ESM1b_IEDB_LBCE_proteins_6
70608109,5772919,ESM1b_IEDB_LBCE_proteins_6
70608155,6966355,ESM1b_IEDB_LBCE_proteins_6
70610136,5661322,ESM1b_IEDB_LBCE_proteins_6
70888317,1059206,ESM1b_IEDB_LBCE_proteins_6
70906435,2857576,ESM1b_IEDB_LBCE_proteins_6
71051321,4394892,ESM1b_IEDB_LBCE_proteins_6
71051465,2928073,ESM1b_IEDB_LBCE_proteins_6
71051526,3830732,ESM1b_IEDB_LBCE_proteins_6
71051532,3107343,ESM1b_IEDB_LBCE_proteins_6
71051620,3079991,ESM1b_IEDB_LBCE_proteins_6
71051920,3984937,ESM1b_IEDB_LBCE_proteins_6
71051957,3014718,ESM1b_IEDB_LBCE_proteins_6
71051979,2883633,ESM1b_IEDB_LBCE_proteins_6
71051997,5664134,ESM1b_IEDB_LBCE_proteins_6
71052045,5380224,ESM1b_IEDB_LBCE_proteins_6
71052055,3593135,ESM1b_IEDB_LBCE_proteins_6
71052091,2349626,ESM1b_IEDB_LBCE_proteins_6
71052109,4212755,ESM1b_IEDB_LBCE_proteins_6
71052139,4620582,ESM1b_IEDB_LBCE_proteins_6
71061446,4674873,ESM1b_IEDB_LBCE_proteins_6
7108367,4908789,ESM1b_IEDB_LBCE_proteins_6
7110633,1633641,ESM1b_IEDB_LBCE_proteins_6
7110697,2415915,ESM1b_IEDB_LBCE_proteins_6
7110735,1690717,ESM1b_IEDB_LBCE_proteins_6
71143121,811361,ESM1b_IEDB_LBCE_proteins_6
71274140,804226,ESM1b_IEDB_LBCE_proteins_6
71274152,7803066,ESM1b_IEDB_LBCE_proteins_6
71274172,4600529,ESM1b_IEDB_LBCE_proteins_6
71296752,3017135,ESM1b_IEDB_LBCE_proteins_6
71297071,3496860,ESM1b_IEDB_LBCE_proteins_6
71297132,2307618,ESM1b_IEDB_LBCE_proteins_6
71297279,2751418,ESM1b_IEDB_LBCE_proteins_6
71297286,1101566,ESM1b_IEDB_LBCE_proteins_6
7144550,7010887,ESM1b_IEDB_LBCE_proteins_6
7161769,3486224,ESM1b_IEDB_LBCE_proteins_6
71680284,2748687,ESM1b_IEDB_LBCE_proteins_6
71680326,3487618,ESM1b_IEDB_LBCE_proteins_6
71680414,2607640,ESM1b_IEDB_LBCE_proteins_6
71681294,1581284,ESM1b_IEDB_LBCE_proteins_6
71681763,1757228,ESM1b_IEDB_LBCE_proteins_6
71682290,5671758,ESM1b_IEDB_LBCE_proteins_6
71773010,4791464,ESM1b_IEDB_LBCE_proteins_6
71891661,16516940,ESM1b_IEDB_LBCE_proteins_6
71891665,3042909,ESM1b_IEDB_LBCE_proteins_6
71891689,5523762,ESM1b_IEDB_LBCE_proteins_6
71891693,6719656,ESM1b_IEDB_LBCE_proteins_6
71891695,13371518,ESM1b_IEDB_LBCE_proteins_6
71891701,6709653,ESM1b_IEDB_LBCE_proteins_6
71891707,13410634,ESM1b_IEDB_LBCE_proteins_6
71891711,14950406,ESM1b_IEDB_LBCE_proteins_6
71891721,18614427,ESM1b_IEDB_LBCE_proteins_6
71891727,14990621,ESM1b_IEDB_LBCE_proteins_6
71891731,4133563,ESM1b_IEDB_LBCE_proteins_6
71891739,8772914,ESM1b_IEDB_LBCE_proteins_6
71891745,12231268,ESM1b_IEDB_LBCE_proteins_6
71891784,14793264,ESM1b_IEDB_LBCE_proteins_6
71891786,16965498,ESM1b_IEDB_LBCE_proteins_6
720920A,440180,ESM1b_IEDB_LBCE_proteins_6
72255571,6483684,ESM1b_IEDB_LBCE_proteins_6
7239363,1639604,ESM1b_IEDB_LBCE_proteins_6
7242140,3680913,ESM1b_IEDB_LBCE_proteins_6
7242955,11072986,ESM1b_IEDB_LBCE_proteins_6
7242961,6848311,ESM1b_IEDB_LBCE_proteins_6
7242967,7055802,ESM1b_IEDB_LBCE_proteins_6
7242977,5157297,ESM1b_IEDB_LBCE_proteins_6
7243041,5478872,ESM1b_IEDB_LBCE_proteins_6
7243045,3786194,ESM1b_IEDB_LBCE_proteins_6
7243097,6882921,ESM1b_IEDB_LBCE_proteins_6
7243135,5718834,ESM1b_IEDB_LBCE_proteins_6
7243187,8075019,ESM1b_IEDB_LBCE_proteins_6
7243239,10979008,ESM1b_IEDB_LBCE_proteins_6
7243278,8326717,ESM1b_IEDB_LBCE_proteins_6
7243304,5653478,ESM1b_IEDB_LBCE_proteins_6
72533470,1043530,ESM1b_IEDB_LBCE_proteins_6
72533478,1746207,ESM1b_IEDB_LBCE_proteins_6
72534684,2851707,ESM1b_IEDB_LBCE_proteins_6
72534722,1194507,ESM1b_IEDB_LBCE_proteins_6
72538643,4234930,ESM1b_IEDB_LBCE_proteins_6
728797218,3777465,ESM1b_IEDB_LBCE_proteins_6
728798446,10573638,ESM1b_IEDB_LBCE_proteins_6
730229337,4654306,ESM1b_IEDB_LBCE_proteins_6
7305053,12678266,ESM1b_IEDB_LBCE_proteins_6
7305503,2074989,ESM1b_IEDB_LBCE_proteins_6
7305525,4989150,ESM1b_IEDB_LBCE_proteins_6
730832,440026,ESM1b_IEDB_LBCE_proteins_6
731184188,1962113,ESM1b_IEDB_LBCE_proteins_6
732164A,950004,ESM1b_IEDB_LBCE_proteins_6
7329074,10666023,ESM1b_IEDB_LBCE_proteins_6
734520325,2058965,ESM1b_IEDB_LBCE_proteins_6
735898,2558243,ESM1b_IEDB_LBCE_proteins_6
735997401,1964939,ESM1b_IEDB_LBCE_proteins_6
73611156,2392756,ESM1b_IEDB_LBCE_proteins_6
73620724,715871,ESM1b_IEDB_LBCE_proteins_6
73620903,19589912,ESM1b_IEDB_LBCE_proteins_6
73623035,7274036,ESM1b_IEDB_LBCE_proteins_6
73695304,5210183,ESM1b_IEDB_LBCE_proteins_6
7374112,1763349,ESM1b_IEDB_LBCE_proteins_6
73747875,1610747,ESM1b_IEDB_LBCE_proteins_6
73747877,8957139,ESM1b_IEDB_LBCE_proteins_6
73768710,4624714,ESM1b_IEDB_LBCE_proteins_6
738758,2704294,ESM1b_IEDB_LBCE_proteins_6
73909084,1384504,ESM1b_IEDB_LBCE_proteins_6
73920229,3618056,ESM1b_IEDB_LBCE_proteins_6
74024895,4023090,ESM1b_IEDB_LBCE_proteins_6
7407144,26814428,ESM1b_IEDB_LBCE_proteins_6
74099699,2296707,ESM1b_IEDB_LBCE_proteins_6
74271743,3514171,ESM1b_IEDB_LBCE_proteins_6
74271888,4940456,ESM1b_IEDB_LBCE_proteins_6
7427519,4771170,ESM1b_IEDB_LBCE_proteins_6
74355143,3041504,ESM1b_IEDB_LBCE_proteins_6
7439150,2636431,ESM1b_IEDB_LBCE_proteins_6
7441738,2805104,ESM1b_IEDB_LBCE_proteins_6
745997999,1167210,ESM1b_IEDB_LBCE_proteins_6
747019199,1726334,ESM1b_IEDB_LBCE_proteins_6
74706071,1732434,ESM1b_IEDB_LBCE_proteins_6
74706325,1576842,ESM1b_IEDB_LBCE_proteins_6
74706932,2323329,ESM1b_IEDB_LBCE_proteins_6
74711059,1130016,ESM1b_IEDB_LBCE_proteins_6
74711160,2985507,ESM1b_IEDB_LBCE_proteins_6
74712181,768077,ESM1b_IEDB_LBCE_proteins_6
74712792,1212003,ESM1b_IEDB_LBCE_proteins_6
74716084,820367,ESM1b_IEDB_LBCE_proteins_6
74732361,952912,ESM1b_IEDB_LBCE_proteins_6
74734440,807847,ESM1b_IEDB_LBCE_proteins_6
74739412,2184035,ESM1b_IEDB_LBCE_proteins_6
74743497,1338040,ESM1b_IEDB_LBCE_proteins_6
74749631,2750603,ESM1b_IEDB_LBCE_proteins_6
74751271,894490,ESM1b_IEDB_LBCE_proteins_6
74752077,1199805,ESM1b_IEDB_LBCE_proteins_6
74753541,4776574,ESM1b_IEDB_LBCE_proteins_6
74759693,3520124,ESM1b_IEDB_LBCE_proteins_6
74815308,5720699,ESM1b_IEDB_LBCE_proteins_6
74835139,1442627,ESM1b_IEDB_LBCE_proteins_6
748585183,1929690,ESM1b_IEDB_LBCE_proteins_6
74862587,17055926,ESM1b_IEDB_LBCE_proteins_6
74864292,28530097,ESM1b_IEDB_LBCE_proteins_6
74873275,23934489,ESM1b_IEDB_LBCE_proteins_6
748983076,34882637,ESM1b_IEDB_LBCE_proteins_6
7512366,4062532,ESM1b_IEDB_LBCE_proteins_6
7513108,7378143,ESM1b_IEDB_LBCE_proteins_6
7513225,3799526,ESM1b_IEDB_LBCE_proteins_6
751368088,635768,ESM1b_IEDB_LBCE_proteins_6
751423A,1327014,ESM1b_IEDB_LBCE_proteins_6
751557658,5431963,ESM1b_IEDB_LBCE_proteins_6
7524354,1662428,ESM1b_IEDB_LBCE_proteins_6
752507741,2473734,ESM1b_IEDB_LBCE_proteins_6
7529553,4500274,ESM1b_IEDB_LBCE_proteins_6
754171849,2230358,ESM1b_IEDB_LBCE_proteins_6
7543982,3104001,ESM1b_IEDB_LBCE_proteins_6
754920A,3413461,ESM1b_IEDB_LBCE_proteins_6
7549793,2603195,ESM1b_IEDB_LBCE_proteins_6
75516625,1443252,ESM1b_IEDB_LBCE_proteins_6
75517858,2388891,ESM1b_IEDB_LBCE_proteins_6
755646,4489284,ESM1b_IEDB_LBCE_proteins_6
755746,3588583,ESM1b_IEDB_LBCE_proteins_6
755750,3131170,ESM1b_IEDB_LBCE_proteins_6
756140743,7396845,ESM1b_IEDB_LBCE_proteins_6
756140771,839361,ESM1b_IEDB_LBCE_proteins_6
756140773,1089916,ESM1b_IEDB_LBCE_proteins_6
756140962,2040896,ESM1b_IEDB_LBCE_proteins_6
75750526,1030840,ESM1b_IEDB_LBCE_proteins_6
757867840,41343997,ESM1b_IEDB_LBCE_proteins_6
758818578,4557248,ESM1b_IEDB_LBCE_proteins_6
7630292,2815456,ESM1b_IEDB_LBCE_proteins_6
7638241,1280294,ESM1b_IEDB_LBCE_proteins_6
764134A,188345,ESM1b_IEDB_LBCE_proteins_6
765320,5280818,ESM1b_IEDB_LBCE_proteins_6
7656926,1054377,ESM1b_IEDB_LBCE_proteins_6
7656936,2344741,ESM1b_IEDB_LBCE_proteins_6
7656967,18434653,ESM1b_IEDB_LBCE_proteins_6
7657039,3806974,ESM1b_IEDB_LBCE_proteins_6
7657152,6412772,ESM1b_IEDB_LBCE_proteins_6
7657214,4152665,ESM1b_IEDB_LBCE_proteins_6
7657319,2734642,ESM1b_IEDB_LBCE_proteins_6
7657361,6262124,ESM1b_IEDB_LBCE_proteins_6
7657530,2029452,ESM1b_IEDB_LBCE_proteins_6
7657633,1657770,ESM1b_IEDB_LBCE_proteins_6
7661556,1928570,ESM1b_IEDB_LBCE_proteins_6
7661708,3230232,ESM1b_IEDB_LBCE_proteins_6
7661880,4299845,ESM1b_IEDB_LBCE_proteins_6
7661998,4617758,ESM1b_IEDB_LBCE_proteins_6
7662010,7117452,ESM1b_IEDB_LBCE_proteins_6
7662018,12330905,ESM1b_IEDB_LBCE_proteins_6
7662022,5203274,ESM1b_IEDB_LBCE_proteins_6
7662034,5263922,ESM1b_IEDB_LBCE_proteins_6
7662074,3934352,ESM1b_IEDB_LBCE_proteins_6
7662112,3474249,ESM1b_IEDB_LBCE_proteins_6
7662238,8143041,ESM1b_IEDB_LBCE_proteins_6
7662260,3620796,ESM1b_IEDB_LBCE_proteins_6
7662274,3606755,ESM1b_IEDB_LBCE_proteins_6
7662292,2409580,ESM1b_IEDB_LBCE_proteins_6
7662330,3968526,ESM1b_IEDB_LBCE_proteins_6
7662340,5633508,ESM1b_IEDB_LBCE_proteins_6
7662454,2126490,ESM1b_IEDB_LBCE_proteins_6
7662639,584036,ESM1b_IEDB_LBCE_proteins_6
7669550,6961509,ESM1b_IEDB_LBCE_proteins_6
767901842,2890129,ESM1b_IEDB_LBCE_proteins_6
767902103,4292652,ESM1b_IEDB_LBCE_proteins_6
767902448,3478329,ESM1b_IEDB_LBCE_proteins_6
767905294,9660532,ESM1b_IEDB_LBCE_proteins_6
767906676,2130322,ESM1b_IEDB_LBCE_proteins_6
767908164,8380040,ESM1b_IEDB_LBCE_proteins_6
767909128,1826789,ESM1b_IEDB_LBCE_proteins_6
767910266,14758751,ESM1b_IEDB_LBCE_proteins_6
767910268,12352655,ESM1b_IEDB_LBCE_proteins_6
767910271,10402078,ESM1b_IEDB_LBCE_proteins_6
767910882,6858626,ESM1b_IEDB_LBCE_proteins_6
767911099,7864650,ESM1b_IEDB_LBCE_proteins_6
767912617,2409492,ESM1b_IEDB_LBCE_proteins_6
767912654,3273028,ESM1b_IEDB_LBCE_proteins_6
767913395,1710260,ESM1b_IEDB_LBCE_proteins_6
767914686,3214836,ESM1b_IEDB_LBCE_proteins_6
767916473,6562255,ESM1b_IEDB_LBCE_proteins_6
767916526,4354423,ESM1b_IEDB_LBCE_proteins_6
767916580,8713415,ESM1b_IEDB_LBCE_proteins_6
767917522,4672619,ESM1b_IEDB_LBCE_proteins_6
767917901,3137539,ESM1b_IEDB_LBCE_proteins_6
767918067,1993096,ESM1b_IEDB_LBCE_proteins_6
767922694,5213672,ESM1b_IEDB_LBCE_proteins_6
767923967,3105714,ESM1b_IEDB_LBCE_proteins_6
767925896,3297241,ESM1b_IEDB_LBCE_proteins_6
767926225,10705414,ESM1b_IEDB_LBCE_proteins_6
767926404,4467702,ESM1b_IEDB_LBCE_proteins_6
767926448,16573009,ESM1b_IEDB_LBCE_proteins_6
767926537,1714413,ESM1b_IEDB_LBCE_proteins_6
767926550,2922276,ESM1b_IEDB_LBCE_proteins_6
767926758,2614949,ESM1b_IEDB_LBCE_proteins_6
767927532,4577814,ESM1b_IEDB_LBCE_proteins_6
767927590,2885693,ESM1b_IEDB_LBCE_proteins_6
767927600,1909735,ESM1b_IEDB_LBCE_proteins_6
767928154,4112600,ESM1b_IEDB_LBCE_proteins_6
767928983,4140149,ESM1b_IEDB_LBCE_proteins_6
767930321,2915785,ESM1b_IEDB_LBCE_proteins_6
767931598,3292320,ESM1b_IEDB_LBCE_proteins_6
767931715,1726990,ESM1b_IEDB_LBCE_proteins_6
767931831,6525927,ESM1b_IEDB_LBCE_proteins_6
767931880,5403407,ESM1b_IEDB_LBCE_proteins_6
767932278,9653805,ESM1b_IEDB_LBCE_proteins_6
767932280,7035400,ESM1b_IEDB_LBCE_proteins_6
767932408,6462206,ESM1b_IEDB_LBCE_proteins_6
767932611,19983839,ESM1b_IEDB_LBCE_proteins_6
767932638,3102220,ESM1b_IEDB_LBCE_proteins_6
767932687,7427829,ESM1b_IEDB_LBCE_proteins_6
767935296,3454382,ESM1b_IEDB_LBCE_proteins_6
767937557,880925,ESM1b_IEDB_LBCE_proteins_6
767937826,8164880,ESM1b_IEDB_LBCE_proteins_6
767937880,4594126,ESM1b_IEDB_LBCE_proteins_6
767938736,2745217,ESM1b_IEDB_LBCE_proteins_6
767942065,3736744,ESM1b_IEDB_LBCE_proteins_6
767943284,2605697,ESM1b_IEDB_LBCE_proteins_6
767945141,4176419,ESM1b_IEDB_LBCE_proteins_6
767945512,6244342,ESM1b_IEDB_LBCE_proteins_6
767946925,3672529,ESM1b_IEDB_LBCE_proteins_6
